concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,start:timestamp,case:concept:name,case:variant,case:variant-index,case:creator
Round Grinding,complete,ID4528,2012-01-03 02:50:00+00:00,Round Grinding,ID4528,2012-01-03 02:50:00+00:00,Case153,Variant 48,48,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-03 03:45:00+00:00,Round Grinding,ID4528,2012-01-03 03:45:00+00:00,Case153,Variant 48,48,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-01-05 00:47:00+00:00,Final Inspection Q.C.,ID4287,2012-01-05 00:35:57.421875+00:00,Case153,Variant 48,48,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-01-05 15:40:00+00:00,Final Inspection Q.C.,ID4287,2012-01-05 15:01:37.734375+00:00,Case153,Variant 48,48,Fluxicon Disco
Packing,complete,ID4820,2012-01-06 08:00:00+00:00,Packing,ID4820,2012-01-06 07:04:29.531250+00:00,Case153,Variant 48,48,Fluxicon Disco
End,complete,End,2012-01-06 08:00:00+00:00,End,End,2012-01-06 08:00:00+00:00,Case153,Variant 48,48,Fluxicon Disco
Start,complete,Start,2012-01-04 07:00:00+00:00,Start,Start,2012-01-04 07:00:00+00:00,Case154,Variant 49,49,Fluxicon Disco
Round Grinding,complete,ID4493,2012-01-04 08:15:00+00:00,Round Grinding,ID4493,2012-01-04 08:10:49.511719+00:00,Case154,Variant 49,49,Fluxicon Disco
Flat Grinding,complete,ID3716,2012-01-06 18:30:00+00:00,Flat Grinding,ID3716,2012-01-06 18:30:00+00:00,Case154,Variant 49,49,Fluxicon Disco
Final Inspection Q.C.,complete,ID4493,2012-01-08 17:11:00+00:00,Final Inspection Q.C.,ID4493,2012-01-08 15:10:38.671875+00:00,Case154,Variant 49,49,Fluxicon Disco
Packing,complete,ID4820,2012-01-11 08:00:00+00:00,Packing,ID4820,2012-01-11 04:26:31.289062+00:00,Case154,Variant 49,49,Fluxicon Disco
End,complete,End,2012-01-11 08:00:00+00:00,End,End,2012-01-11 08:00:00+00:00,Case154,Variant 49,49,Fluxicon Disco
Start,complete,Start,2012-01-06 14:11:00+00:00,Start,Start,2012-01-06 14:11:00+00:00,Case155,Variant 50,50,Fluxicon Disco
Turning,complete,ID0997,2012-01-06 18:56:00+00:00,Turning,ID0997,2012-01-06 17:44:45+00:00,Case155,Variant 50,50,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-01-06 19:38:00+00:00,Turning & Milling,ID0997,2012-01-06 19:35:37.265625+00:00,Case155,Variant 50,50,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-01-06 20:53:00+00:00,Turning & Milling,ID0997,2012-01-06 20:48:45.117188+00:00,Case155,Variant 50,50,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-08 18:59:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-08 18:56:40.546875+00:00,Case155,Variant 50,50,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-01-08 22:39:00+00:00,Turning & Milling,ID0997,2012-01-08 22:26:32.343750+00:00,Case155,Variant 50,50,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-09 00:00:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-08 23:58:25.078125+00:00,Case155,Variant 50,50,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-10 15:12:00+00:00,Laser Marking,ID4882,2012-01-10 13:53:54.375000+00:00,Case155,Variant 50,50,Fluxicon Disco
Laser Marking,complete,ID0998,2012-01-10 16:10:00+00:00,Laser Marking,ID0998,2012-01-10 16:08:04.453125+00:00,Case155,Variant 50,50,Fluxicon Disco
Lapping,complete,ID4882,2012-01-10 17:33:00+00:00,Lapping,ID4882,2012-01-10 17:25:13.125000+00:00,Case155,Variant 50,50,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-01-10 22:14:00+00:00,Final Inspection Q.C.,ID4618,2012-01-10 22:01:55.546875+00:00,Case155,Variant 50,50,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-01-11 20:19:00+00:00,Final Inspection Q.C.,ID4618,2012-01-11 20:05:40.781250+00:00,Case155,Variant 50,50,Fluxicon Disco
Packing,complete,ID4820,2012-01-13 08:00:00+00:00,Packing,ID4820,2012-01-13 05:58:43.945312+00:00,Case155,Variant 50,50,Fluxicon Disco
End,complete,End,2012-01-13 08:00:00+00:00,End,End,2012-01-13 08:00:00+00:00,Case155,Variant 50,50,Fluxicon Disco
Start,complete,Start,2012-02-21 03:00:00+00:00,Start,Start,2012-02-21 03:00:00+00:00,Case156,Variant 51,51,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-02-21 06:50:00+00:00,Turning & Milling,ID4641,2012-02-21 06:36:58.359375+00:00,Case156,Variant 51,51,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-02-21 13:50:00+00:00,Turning & Milling,ID4641,2012-02-21 13:26:12.656250+00:00,Case156,Variant 51,51,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-02-22 10:56:00+00:00,Turning & Milling,ID4641,2012-02-22 09:44:17.578125+00:00,Case156,Variant 51,51,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-02-22 13:34:00+00:00,Turning & Milling,ID4641,2012-02-22 13:25:03.046875+00:00,Case156,Variant 51,51,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-02-23 13:41:00+00:00,Turning & Milling,ID4641,2012-02-23 12:19:02.460938+00:00,Case156,Variant 51,51,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-02-23 16:08:00+00:00,Turning & Milling Q.C.,ID4618,2012-02-23 16:05:07.734375+00:00,Case156,Variant 51,51,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-27 14:24:00+00:00,Final Inspection Q.C.,ID4618,2012-02-27 14:23:18.750000+00:00,Case156,Variant 51,51,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-02-27 14:26:00+00:00,Turning & Milling Q.C.,ID4618,2012-02-27 14:25:57.656250+00:00,Case156,Variant 51,51,Fluxicon Disco
Laser Marking,complete,ID4445,2012-02-29 22:42:00+00:00,Laser Marking,ID4445,2012-02-29 21:57:04.570312+00:00,Case156,Variant 51,51,Fluxicon Disco
Lapping,complete,ID0420,2012-03-01 09:34:00+00:00,Lapping,ID0420,2012-03-01 08:32:52.500000+00:00,Case156,Variant 51,51,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-06 21:51:00+00:00,Final Inspection Q.C.,ID4618,2012-03-06 21:37:17.578125+00:00,Case156,Variant 51,51,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-03-06 23:25:00+00:00,Final Inspection Q.C.,ID4618,2012-03-06 23:20:57.656250+00:00,Case156,Variant 51,51,Fluxicon Disco
Turning & Milling,complete,ID4618,2012-03-06 23:30:00+00:00,Turning & Milling,ID4618,2012-03-06 23:29:43.007812+00:00,Case156,Variant 51,51,Fluxicon Disco
Packing,complete,ID4820,2012-03-07 08:00:00+00:00,Packing,ID4820,2012-03-07 08:00:00+00:00,Case156,Variant 51,51,Fluxicon Disco
End,complete,End,2012-03-07 08:00:00+00:00,End,End,2012-03-07 08:00:00+00:00,Case156,Variant 51,51,Fluxicon Disco
Start,complete,Start,2012-02-21 07:00:00+00:00,Start,Start,2012-02-21 07:00:00+00:00,Case157,Variant 52,52,Fluxicon Disco
Lapping,complete,ID0937,2012-02-21 08:15:00+00:00,Lapping,ID0937,2012-02-21 08:07:58.125000+00:00,Case157,Variant 52,52,Fluxicon Disco
End,complete,End,2012-02-21 08:15:00+00:00,End,End,2012-02-21 08:15:00+00:00,Case157,Variant 52,52,Fluxicon Disco
Start,complete,Start,2012-01-09 07:00:00+00:00,Start,Start,2012-01-09 07:00:00+00:00,Case163,Variant 53,53,Fluxicon Disco
Packing,complete,ID4491,2012-01-09 08:00:00+00:00,Packing,ID4491,2012-01-09 08:00:00+00:00,Case163,Variant 53,53,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-01-09 16:46:00+00:00,Final Inspection Q.C.,ID4287,2012-01-09 16:23:23.906250+00:00,Case163,Variant 53,53,Fluxicon Disco
Turning Q.C.,complete,ID4287,2012-01-09 18:38:00+00:00,Turning Q.C.,ID4287,2012-01-09 18:31:39.375000+00:00,Case163,Variant 53,53,Fluxicon Disco
Turning Q.C.,complete,ID4287,2012-01-10 19:11:00+00:00,Turning Q.C.,ID4287,2012-01-10 17:47:34.101562+00:00,Case163,Variant 53,53,Fluxicon Disco
Turning,complete,ID3846,2012-01-22 14:15:00+00:00,Turning,ID3846,2012-01-21 20:13:00+00:00,Case163,Variant 53,53,Fluxicon Disco
Packing,complete,ID4491,2012-01-24 08:00:00+00:00,Packing,ID4491,2012-01-24 05:38:06.914062+00:00,Case163,Variant 53,53,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-01-24 08:15:00+00:00,Final Inspection Q.C.,ID4287,2012-01-24 08:14:21.328125+00:00,Case163,Variant 53,53,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-01-24 08:15:00+00:00,Final Inspection Q.C.,ID4287,2012-01-24 08:15:00+00:00,Case163,Variant 53,53,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-01-24 21:45:00+00:00,Final Inspection Q.C.,ID4287,2012-01-24 21:10:11.718750+00:00,Case163,Variant 53,53,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-01-24 23:00:00+00:00,Final Inspection Q.C.,ID4287,2012-01-24 22:56:46.640625+00:00,Case163,Variant 53,53,Fluxicon Disco
Packing,complete,ID4820,2012-03-01 08:00:00+00:00,Packing,ID4820,2012-03-01 06:38:26.250000+00:00,Case163,Variant 53,53,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-01 16:30:00+00:00,Final Inspection Q.C.,ID4287,2012-03-01 16:08:05.156250+00:00,Case163,Variant 53,53,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-22 22:04:00+00:00,Final Inspection Q.C.,ID4287,2012-03-22 21:47:30+00:00,Case163,Variant 53,53,Fluxicon Disco
End,complete,End,2012-03-22 22:04:00+00:00,End,End,2012-03-22 22:04:00+00:00,Case163,Variant 53,53,Fluxicon Disco
Start,complete,Start,2012-02-26 23:49:00+00:00,Start,Start,2012-02-26 23:49:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-02-27 03:43:00+00:00,Turning,ID4219,2012-02-27 02:44:30+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-02-27 05:16:00+00:00,Turning,ID4219,2012-02-27 04:52:45+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-02-27 06:07:00+00:00,Turning,ID4219,2012-02-27 05:54:15+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-02-27 07:29:00+00:00,Turning,ID4219,2012-02-27 07:08:30+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-02-27 07:42:00+00:00,Turning,ID4219,2012-02-27 07:38:45+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-02-27 13:58:00+00:00,Turning,ID4799,2012-02-27 13:58:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4622,2012-02-27 22:45:00+00:00,Turning,ID4622,2012-02-27 22:45:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-02-27 23:36:00+00:00,Turning,ID4219,2012-02-27 23:23:15+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-02-28 13:58:00+00:00,Turning,ID4799,2012-02-28 13:58:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4622,2012-02-28 22:42:00+00:00,Turning,ID4622,2012-02-28 22:42:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-02-29 02:22:00+00:00,Turning,ID4219,2012-02-29 01:27:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-02-29 13:40:00+00:00,Turning,ID4799,2012-02-29 13:40:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning Q.C.,complete,ID4287,2012-02-29 15:40:00+00:00,Turning Q.C.,ID4287,2012-02-29 15:33:12.187500+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning Q.C.,complete,ID4287,2012-02-29 20:35:00+00:00,Turning Q.C.,ID4287,2012-02-29 20:18:17.460938+00:00,Case17,Variant 54,54,Fluxicon Disco
Laser Marking,complete,ID4445,2012-02-29 22:02:00+00:00,Laser Marking,ID4445,2012-02-29 21:59:06.679688+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4622,2012-02-29 22:40:00+00:00,Turning,ID4622,2012-02-29 22:40:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning Q.C.,complete,ID4287,2012-03-01 01:00:00+00:00,Turning Q.C.,ID4287,2012-03-01 00:52:04.218750+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-03-01 04:25:00+00:00,Turning,ID4219,2012-03-01 03:33:45+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-03-01 05:27:00+00:00,Turning,ID4219,2012-03-01 05:11:30+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-03-01 08:10:00+00:00,Turning,ID4799,2012-03-01 08:10:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-03-01 08:24:00+00:00,Turning,ID4219,2012-03-01 08:20:30+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning Q.C.,complete,ID4287,2012-03-01 23:01:00+00:00,Turning Q.C.,ID4287,2012-03-01 22:11:19.570312+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-03-02 08:59:00+00:00,Turning,ID4219,2012-03-02 06:29:30+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-03-02 14:00:00+00:00,Turning,ID4799,2012-03-02 14:00:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-03-05 23:37:00+00:00,Turning,ID4799,2012-03-05 23:37:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning Q.C.,complete,ID4287,2012-03-07 15:40:00+00:00,Turning Q.C.,ID4287,2012-03-07 13:23:53.554688+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning Q.C.,complete,ID4287,2012-03-08 18:03:00+00:00,Turning Q.C.,ID4287,2012-03-08 16:33:20.273438+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-03-09 01:05:00+00:00,Turning,ID4799,2012-03-09 01:05:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-03-11 13:08:00+00:00,Turning,ID4799,2012-03-11 13:08:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Packing,complete,ID4820,2012-03-22 08:00:00+00:00,Packing,ID4820,2012-03-22 08:00:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-22 21:30:00+00:00,Final Inspection Q.C.,ID4287,2012-03-22 21:14:57.656250+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-03-26 04:53:00+00:00,Turning,ID4219,2012-03-25 09:02:15+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-03-26 07:13:00+00:00,Turning,ID4219,2012-03-26 06:38:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4219,2012-03-26 10:20:00+00:00,Turning,ID4219,2012-03-26 09:33:15+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-03-27 14:55:00+00:00,Turning,ID4799,2012-03-27 14:55:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4622,2012-03-28 01:26:00+00:00,Turning,ID4622,2012-03-28 01:26:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-03-28 14:55:00+00:00,Turning,ID4799,2012-03-28 14:55:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4622,2012-03-28 23:53:00+00:00,Turning,ID4622,2012-03-28 23:53:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4799,2012-03-29 13:34:00+00:00,Turning,ID4799,2012-03-29 13:34:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Turning,complete,ID4622,2012-03-29 23:33:00+00:00,Turning,ID4622,2012-03-29 23:33:00+00:00,Case17,Variant 54,54,Fluxicon Disco
End,complete,End,2012-03-29 23:33:00+00:00,End,End,2012-03-29 23:33:00+00:00,Case17,Variant 54,54,Fluxicon Disco
Start,complete,Start,2012-03-19 04:42:00+00:00,Start,Start,2012-03-19 04:42:00+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-19 09:14:00+00:00,Turning & Milling,ID4529,2012-03-19 08:58:35.625000+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-03-19 19:12:00+00:00,Turning & Milling,ID4794,2012-03-19 18:38:07.734375+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-19 19:37:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-19 19:36:30.703125+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-03-19 23:01:00+00:00,Turning & Milling,ID4794,2012-03-19 22:49:26.718750+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling,complete,ID4718,2012-03-20 00:49:00+00:00,Turning & Milling,ID4718,2012-03-20 00:42:52.968750+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling,complete,ID0997,2012-03-20 06:28:00+00:00,Turning & Milling,ID0997,2012-03-20 06:08:47.929688+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-03-20 13:40:00+00:00,Turning & Milling,ID4529,2012-03-20 13:15:31.875000+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-03-20 20:29:00+00:00,Turning & Milling,ID4794,2012-03-20 20:05:50.039062+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-20 23:00:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-20 22:57:03.046875+00:00,Case174,Variant 55,55,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-21 14:16:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-21 13:58:06.562500+00:00,Case174,Variant 55,55,Fluxicon Disco
Laser Marking,complete,ID0998,2012-03-29 17:20:00+00:00,Laser Marking,ID0998,2012-03-29 15:02:16.406250+00:00,Case174,Variant 55,55,Fluxicon Disco
Lapping,complete,ID0998,2012-03-29 18:48:00+00:00,Lapping,ID0998,2012-03-29 18:39:45+00:00,Case174,Variant 55,55,Fluxicon Disco
Lapping,complete,ID4872,2012-03-29 18:58:00+00:00,Lapping,ID4872,2012-03-29 18:57:03.750000+00:00,Case174,Variant 55,55,Fluxicon Disco
Round Grinding,complete,ID4872,2012-03-29 20:13:00+00:00,Round Grinding,ID4872,2012-03-29 20:08:49.511719+00:00,Case174,Variant 55,55,Fluxicon Disco
Lapping,complete,ID0998,2012-03-29 20:51:00+00:00,Lapping,ID0998,2012-03-29 20:47:26.250000+00:00,Case174,Variant 55,55,Fluxicon Disco
Round Grinding,complete,ID4872,2012-03-29 22:35:00+00:00,Round Grinding,ID4872,2012-03-29 22:29:12.656250+00:00,Case174,Variant 55,55,Fluxicon Disco
Round Grinding,complete,ID4872,2012-03-29 23:46:00+00:00,Round Grinding,ID4872,2012-03-29 23:42:02.871094+00:00,Case174,Variant 55,55,Fluxicon Disco
Lapping,complete,ID4528,2012-03-30 05:36:00+00:00,Lapping,ID4528,2012-03-30 05:03:11.250000+00:00,Case174,Variant 55,55,Fluxicon Disco
Packing,complete,ID4491,2012-03-30 09:00:00+00:00,Packing,ID4491,2012-03-30 09:00:00+00:00,Case174,Variant 55,55,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-30 18:17:00+00:00,Final Inspection Q.C.,ID4287,2012-03-30 17:53:03.984375+00:00,Case174,Variant 55,55,Fluxicon Disco
End,complete,End,2012-03-30 18:17:00+00:00,End,End,2012-03-30 18:17:00+00:00,Case174,Variant 55,55,Fluxicon Disco
Start,complete,Start,2012-01-31 14:00:00+00:00,Start,Start,2012-01-31 14:00:00+00:00,Case175,Variant 56,56,Fluxicon Disco
Round Grinding,complete,ID4287,2012-01-31 14:30:00+00:00,Round Grinding,ID4287,2012-01-31 14:28:19.804688+00:00,Case175,Variant 56,56,Fluxicon Disco
Round Grinding,complete,ID4287,2012-01-31 14:30:00+00:00,Round Grinding,ID4287,2012-01-31 14:30:00+00:00,Case175,Variant 56,56,Fluxicon Disco
End,complete,End,2012-01-31 14:30:00+00:00,End,End,2012-01-31 14:30:00+00:00,Case175,Variant 56,56,Fluxicon Disco
Start,complete,Start,2012-01-04 15:20:00+00:00,Start,Start,2012-01-04 15:20:00+00:00,Case177,Variant 57,57,Fluxicon Disco
Lapping,complete,ID0998,2012-01-04 17:25:00+00:00,Lapping,ID0998,2012-01-04 17:13:16.875000+00:00,Case177,Variant 57,57,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-08 22:08:00+00:00,Round Grinding,ID4385,2012-01-08 17:20:13.007812+00:00,Case177,Variant 57,57,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-08 22:57:00+00:00,Round Grinding,ID4385,2012-01-08 22:54:16.347656+00:00,Case177,Variant 57,57,Fluxicon Disco
Round Grinding,complete,ID4355,2012-01-09 05:13:00+00:00,Round Grinding,ID4355,2012-01-09 05:02:25.429688+00:00,Case177,Variant 57,57,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-01-17 15:40:00+00:00,Final Inspection Q.C.,ID4163,2012-01-17 06:58:03.515625+00:00,Case177,Variant 57,57,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-01-17 19:50:00+00:00,Final Inspection Q.C.,ID4163,2012-01-17 19:39:15.468750+00:00,Case177,Variant 57,57,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-01-18 15:00:00+00:00,Final Inspection Q.C.,ID4163,2012-01-18 14:10:35.156250+00:00,Case177,Variant 57,57,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-01-18 15:40:00+00:00,Final Inspection Q.C.,ID4163,2012-01-18 15:38:16.875000+00:00,Case177,Variant 57,57,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-02-12 21:55:00+00:00,Grinding Rework,ID4872,2012-02-12 21:29:49.863281+00:00,Case177,Variant 57,57,Fluxicon Disco
Packing,complete,ID4820,2012-02-13 08:00:00+00:00,Packing,ID4820,2012-02-13 07:25:43.945312+00:00,Case177,Variant 57,57,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-02-13 17:15:00+00:00,Final Inspection Q.C.,ID4163,2012-02-13 16:51:09.140625+00:00,Case177,Variant 57,57,Fluxicon Disco
Lapping,complete,ID4163,2012-03-30 09:15:00+00:00,Lapping,ID4163,2012-03-30 08:28:35.625000+00:00,Case177,Variant 57,57,Fluxicon Disco
End,complete,End,2012-03-30 09:15:00+00:00,End,End,2012-03-30 09:15:00+00:00,Case177,Variant 57,57,Fluxicon Disco
Start,complete,Start,2012-01-02 07:00:00+00:00,Start,Start,2012-01-02 07:00:00+00:00,Case178,Variant 58,58,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-02 11:50:00+00:00,Round Grinding,ID4445,2012-01-02 11:50:00+00:00,Case178,Variant 58,58,Fluxicon Disco
Round Grinding,complete,ID4355,2012-01-02 18:00:00+00:00,Round Grinding,ID4355,2012-01-02 18:00:00+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-12 06:47:00+00:00,Grinding Rework,ID4872,2012-01-11 10:00:18.310547+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-15 20:30:00+00:00,Grinding Rework,ID4872,2012-01-15 11:35:06.474609+00:00,Case178,Variant 58,58,Fluxicon Disco
Lapping,complete,ID4882,2012-01-15 22:12:00+00:00,Lapping,ID4882,2012-01-15 22:02:26.250000+00:00,Case178,Variant 58,58,Fluxicon Disco
Lapping,complete,ID0998,2012-01-16 00:27:00+00:00,Lapping,ID0998,2012-01-16 00:14:20.625000+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-16 17:47:00+00:00,Grinding Rework,ID4872,2012-01-16 15:58:50.156250+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4355,2012-01-16 22:43:00+00:00,Grinding Rework,ID4355,2012-01-16 22:12:12.890625+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4385,2012-01-17 06:40:00+00:00,Grinding Rework,ID4385,2012-01-17 05:50:23.408203+00:00,Case178,Variant 58,58,Fluxicon Disco
Fix,complete,ID4528,2012-01-17 13:37:00+00:00,Fix,ID4528,2012-01-17 11:00:37.500000+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4355,2012-01-17 23:03:00+00:00,Grinding Rework,ID4355,2012-01-17 22:04:08.027344+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4355,2012-01-19 17:52:00+00:00,Grinding Rework,ID4355,2012-01-19 15:54:34.775391+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-20 19:54:00+00:00,Grinding Rework,ID4872,2012-01-20 17:11:32.753906+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-23 23:18:00+00:00,Grinding Rework,ID4872,2012-01-23 15:27:29.179688+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-25 01:07:00+00:00,Grinding Rework,ID4872,2012-01-24 22:25:53.876953+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-26 04:27:00+00:00,Grinding Rework,ID4872,2012-01-26 01:36:26.015625+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-29 16:29:00+00:00,Grinding Rework,ID4872,2012-01-29 07:44:36.738281+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-01-30 14:30:00+00:00,Grinding Rework,ID4872,2012-01-30 12:12:36.650391+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4528,2012-02-09 17:49:00+00:00,Grinding Rework,ID4528,2012-02-09 16:01:58.798828+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-02-16 23:10:00+00:00,Grinding Rework,ID4872,2012-02-16 22:38:54.169922+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4528,2012-03-08 01:00:00+00:00,Grinding Rework,ID4528,2012-03-07 07:45:53.349609+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-03-08 06:35:00+00:00,Grinding Rework,ID4872,2012-03-08 06:00:09.521484+00:00,Case178,Variant 58,58,Fluxicon Disco
Grinding Rework,complete,ID4528,2012-03-08 22:55:00+00:00,Grinding Rework,ID4528,2012-03-08 21:13:04.570312+00:00,Case178,Variant 58,58,Fluxicon Disco
